game_title,description,genres
Metal Gear Solid: Digital Graphic Novel,"In this interactive adaptation of the comic book version of Metal Gear Solid (1998), the legendary Solid Snake takes on a rogue special forces unit threatening the world with a nuclear strike.","['Action', 'Thriller']"
Touhou 1 Rei'iden: Highly Responsive to Prayers,"Reimu Hakurei (the protagonist) enters through the gateway into another world, intent on locating and punishing the one responsible for destroying her shrine. Players direct a yin yang orb with amulets to break away blocks and the level is over once all of them are gone. If the p... Read all","['Anime', 'Action', 'Animation', 'Fantasy']"
The Lord of the Rings: The Return of the King,A version of 'The Lord of the Rings: The Return of the King' for the Game Boy Advance.,"['Action', 'Fantasy']"
Coming Out on Top,"Coming out on top: This is a visual novel telling the story of a young man named Mark Matthews, a college graduate who is expected to have many sexual adventures in the future.","['Adventure', 'Animation', 'Romance']"
Front Mission 5: Scars of the War,"Unlike the previous games which were fairly standalone, Front Mission 5 covers the time period from 2070 to 2121. In effect, it goes through conflicts seen in the previous games as the years pass by. Through the eyes of U.S.N. soldier/officer Walter Feng, the player experiences h... Read all","['Action', 'Drama', 'Sci-Fi', 'War']"
LUNAR 2: Eternal Blue Complete,"You control Hiro, a young treasure hunter who likes exploring various caves and ruins with his trusty companion, the wise-cracking pink flying cat Ruby (who claims to be a baby dragon). One day he meets a mysterious blue-haired girl named Lucia. She explains that she has come fro... Read all","['Action', 'Adventure', 'Comedy']"
The New Adventures of the Time Machine,"Author H.G. Wells travels 800 000 years into the future in his time machine and finds himself in a mystical desert city where tyrannical order of Khronos, the god of time, uses chronomancy (time magic) to control the immortal populace.","['Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']"
UnMetal,"You play as Jesse Fox who finds himself imprisoned in a covert military base where he was arrested for a crime he didn't commit. Jesse must now escape using his dry wits, quick words, improvised skills, arsenal of warfare, violent explosives, MacGuyvered gadgets, and an elaborate... Read all","['Action', 'Comedy']"
The Witcher: The Price of Neutrality,Add a plot in your language,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
Dungeons & Dragons: Shadow Over Mystara,Add a plot in your language,"['Action', 'Fantasy']"
Zooba,"Dive into Zooba: Epic Brawl Battle Royale, a free online multiplayer shooting game.",['Animation']
Tiny Toon Adventures: Buster's Hidden Treasure,"Buster must defeat Montana Max, get back some hidden treasure and rescue Babs Bunny. Can he pull it off?",['Adventure']
"Warhammer 40,000: Dawn of War - Winter Assault","Expansion pack for Warhammer 40,000: Dawn of War (2004). On Lorn V, the Chaos and Ork forces are attempting to turn this once peaceful place into a bloodbath.","['Action', 'Fantasy', 'Sci-Fi', 'War']"
Return Fire,"Return Fire features both One and Two Player modes. Play alone, or engage your closest enemy with a Split Screen view. Each mode features 9 different levels of play, over 100 maps, and four vehicles with which to attack your enemy's base, perform reconnaissance, defend your terri... Read all",['Action']
Overlord: Escape from Nazarick,The warrior Clementine has lost her memory and must fight her way out of the Tomb of Nazarick.,"['Action', 'Adventure']"
Biker Mice from Mars,"After their home planet of Mars is annihilated by the Plutarkians, three renegade mice, Throttle, Vinnie, and Modo, high tail it for Earth and the safety of Chicago. But they soon find out that Limburger, the Plutarkian Leader has chosen Earth as his next target. Now you're in a ... Read all","['Action', 'Family', 'Sci-Fi', 'Sport']"
Grand Poo World 2,"Ultra hard ROM hack of Super Mario World by Barbarian, dedicated to Twitch streamer Grand Poobear.",['Adventure']
RWBY: Grimm Eclipse,"RWBY: Grimm Eclipse is a 4 player, online co-op, hack and slash game based upon the international hit series RWBY by Rooster Teeth.","['Action', 'Fantasy']"
West of Loathing,West of Loathing is a slapstick comedy stick-figure wild west adventure role-playing game.,"['Adventure', 'Comedy', 'Western']"
The Witcher: Side Effects,Add a plot in your language,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
Mr. Bones,"A dead blues musician Mr. Bones, is buried in a cemetery full of criminals by mistake. The evil Da Goulian (not knowing about this) brings the entire graveyard to life. Mr. Bones is pointed out by a skeleton which is nearby and they are ordered to catch him. After just about esca... Read all","['Adventure', 'Comedy', 'Fantasy', 'Music']"
Hiveswap,Add a plot in your language,['Adventure']
Sin & Punishment: Star Successor,Rogue soldier Isa and amnesiac alien girl Kachi must escape the army of the Nebulox.,"['Action', 'Adventure', 'Sci-Fi']"
Ironsight,"Set in a dystopian 2025, the warring factions North Atlantic Federation (NAF) and the Energy Development Enterprise Network (EDEN) are engaged in futuristic warfare in the final battle over the last natural resources on the planet.",['Action']
Ariel's Story Studio,"Interactive storybook game based on The Little Mermaid (1989). Follows the story of the movie, sing along, play games or even create your own stories.","['Animation', 'Family', 'Musical']"
The Muppets Movie Adventures,Add a plot in your language,[]
"Sam and Max: The Mole, the Mob, and the Meatball",Add a plot in your language,['Adventure']
Mega Man X Collection,A compilation of Mega Man X games along with an unlockable artwork gallery.,"['Action', 'Fantasy', 'Sci-Fi']"
Way of the Samurai 2,"A starving Ronin who collapsed at the gate of a famous trading island-city called Amahara, encounters a little girl who shares her riceball with the ronin, giving him (or her, depending on the player's choice) energy. A choice appears, introducing the player to the diverse life o... Read all","['Action', 'Adventure']"
The Yakuza Remastered Collection,"Celebrate Kazuma Kiryu's saga with the beautifully remastered Yakuza 3, 4, and 5. With restored content and updated localization in 1080p and 60fps, experience the complete Yakuza collection on one console for the first time in history.","['Action', 'Adventure', 'Drama']"
Batman: The Telltale Series - Shadows Edition,"Enhanced with hand recolored game play and remastered textures, Shadows Edition brings all ten Telltale Batman episodes across two seasons into one, complete game.","['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
The Solitaire Conspiracy,Add a plot in your language,['Sci-Fi']
Chicken Invaders 4: Ultimate Omelette,"Chicken Invaders is a series of shoot 'em up video games, developed by InterAction Studios and released for Microsoft Windows, Mac OS X and Linux systems.","['Action', 'Sci-Fi']"
Rusty Lake: The White Door,"Robert Hill wakes up in a mental health facility and suffers from severe memory loss. Follow the facility's strict daily routine, explore his dreams and help him recall his memories.",['Mystery']
Presentable Liberty,"You have been imprisoned without being told why. All you can hear day in day out is the faint ticking of a clock in your cell. That is, until the first of 5 fateful days begins.","['Adventure', 'Horror', 'Mystery', 'Romance', 'Thriller']"
Steel Panthers,First entry in a series of strategy games. You take command in several battles of the Second World War both in Europe and the Pacific.,['War']
SimCity 4: Rush Hour,"Expanding on SimCity 4, Rush Hour includes new regions such as New York and San Francisco, major updates to the public transportation section, as well as the U-Drive-It feature which allows players to control vehicles throughout the city.",[]
Mist of Death,A Youth Group was spending the weekend at the Cabin that Jennifer's parents had given her. But things started to get weird and two of her friends mysteriously disappeared.,"['Animation', 'Horror', 'Mystery', 'Thriller']"
Plants vs. Zombies Adventures,Add a plot in your language,"['Action', 'Adventure', 'Fantasy', 'Horror']"
Super Dodge Ball,Super Dodge Ball is a dodgeball-based sports game produced by Technos Japan Corp. originally released as an arcade game in 1987.,['Sport']
Sam and Max: Ice Station Santa,"He's the most ancient and powerful opponent they've ever faced, a hairy, bloated, pagan God - Santa Claus! With Christmas presents on the attack and carols of gunshots drowning out the bells, Sam & Max must storm the North Pole to bring down a less-than-jolly foe. Can the Freelan... Read all","['Adventure', 'Comedy']"
Capcom Fighting Collection,A collection of 10 classic Capcom Fighting Games in celebration of their thirty-fifth anniversary of producing competitive fighting games.,['Action']
Breath of Fire II: The Fatal Child,"Enter the magical life of a hero Ryu, a dragon morphing warrior, as he embarks on a vast adventure in search of his missing father and little sister.",['Adventure']
Mega Man Battle Network 3,"When the young hero, LAN, is invited to attend a local net-battle tournament with his Personal Electronic Trained character, Mega Man. LAN and Mega Man discover a plot by an evil corporation, who hope to once again take over the network.","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Motherload,Add a plot in your language,['Adventure']
Thunder Force III,The famous shoot'em up series Thunder Force reaches its third installment. 8 new levels of non-stop action packed with gargantuan bosses.,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Red Matter 2,"Red Matter 2 is an adventure that takes place during a dystopian Cold War whose events unfold after Red Matter. It is the story of how people trapped in a reality created by their rulers, rebel against their destiny and fight to do the right thing.","['Action', 'Sci-Fi']"
Carmageddon: Reincarnation,Add a plot in your language,"['Action', 'Sport', 'Thriller']"
Fatal Frame. View in the Dark,Lead character goes to cemetery after mystery call.,"['Adventure', 'Horror', 'Thriller']"
Mystic Warriors,Add a plot in your language,['Adventure']
Chex Quest 3,"Ten years after the Chex Warrior zorched the last Flemoid from Chextropolis, a huge rift has opened in space, sending a giant slime-asteroid plunging toward the vital cereal-producing planet Ralston.","['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Top Spin 4,Add a plot in your language,"['Adventure', 'Sport']"
Antonball Deluxe,"Antonball Deluxe is a retro, high-octane smorgasbord of ballbusting arcade action. Antonball Deluxe quite literally turns the breakout genre on its head, blending traditional brick-breaking gameplay with tight, intense platforming.","['Action', 'Adventure', 'Comedy']"
Knell of St. Godhrkar,"In this game, you can watch as 7 protagonists come to a crossroad, facing their own destiny. You will witness their own choices and the blood-splattering consequence they have on one another. There is no way out except to plunge them into the abyss.","['Animation', 'Crime', 'Drama', 'Mystery']"
Infinite Craft,A crafting game where you can make anything.,['Adventure']
Syndicate,"As the world of today slipped into the future, multinational corporations grew in size and profit. They came into positions to own small countries and to exercise direct influence over the world's governments. They practically became the world 's governments, undemocratically con... Read all","['Action', 'Sci-Fi', 'Thriller']"
Kill Knight,KILL KNIGHT is an ultra-responsive arcade-inspired isometric action shooter.,['Action']
The Room Three,"In The Room Three you find yourself lured to a remote island, where you must draw upon all your puzzle-solving ability to navigate a series of trials devised by a mysterious figure known only as ""The Craftsman"".","['Adventure', 'Mystery']"
9mm,"9MM is a third person action-adventure shooter that puts you in the shoes of John ""Loose"" Kannon, The leader of a special team of hardened cops that aren't afraid to bend the law to clean up the streets.","['Action', 'Adventure', 'Crime']"
Saboteur II,Revenge-driven sequel to the classic Sabotuer video-game.,"['Action', 'Adventure']"
Backfirewall_,Add a plot in your language,['Comedy']
Zatch Bell!: Mamodo Battles,Add a plot in your language,"['Action', 'Fantasy', 'Mystery']"
Ace Combat 2,A group of rebel military forces launch a massive insurrection all over the Usean continent. The takeover occurs just as several political leaders attend a peace summit in a faraway location. The speed of the coup enables the rebels to acquire special strategic weapons. The dange... Read all,"['Action', 'Adventure', 'Sci-Fi']"
The Lost Crown,Running from his past Nigel travels to the town of Saxton in search of a lost treasure. But soon his past starts to catch up with him. Now he must use new advanced technology to capture data of ghosts that haunt the town. While experimenting he discovers that he's been chased by ... Read all,"['Horror', 'Mystery']"
M.U.S.H.A.: Metallic Uniframe Super Hybrid Armor,Musha Aleste: Fullmetal Fighter Ellinor is a vertically scrolling shooter where you take the role of a flying mecha pilot who must destroy a large super intelligent computer threatening planet Earth.,"['Action', 'Adventure', 'Sci-Fi']"
Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,Guybrush must escape from the crossroads of the afterlife and thwart LeChuck's rise to power.,"['Adventure', 'Comedy', 'Fantasy']"
Fullmetal Alchemist 2: Curse of the Crimson Elixir,"Edward and Alphonse arrive in the city of Lior to deal with Father Cornello and ask him about the Philosopher's Stone. However, just as soon as the two brothers defeat him, Father Cornello is pulled into a dark void and disappears. Edward notices a strange phantom-like woman hidi... Read all","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
Tetris Attack,"Bowser has flooded Yoshi's Island and captured all of Yoshi's friends. Yoshi must puzzle his way to Bowser's fortress to save his land. To do so, the player must arrange matching colored blocks in vertical or horizontal rows to clear them.","['Action', 'Family']"
JezzBall,"Fill the playing area by drawing walls vertically or horizontally, but do not let the diagonally reflecting balls break your expanding walls.",['Action']
No Case Should Remain Unsolved,NCSRU is a detective game where players uncover and piece together memory fragments to solve a long-forgotten case. Follow former police detective Jeon Gyeong as she acquires clues and testimony relating to the case of a missing girl.,"['Adventure', 'Drama', 'Mystery', 'Thriller']"
Warhammer Online: Age of Reckoning,Add a plot in your language,['Fantasy']
Endless Ocean: Blue World,Add a plot in your language,['Adventure']
The Last Blade 2,"Long before humanity existed, death was an unknown, equally distant concept. When death first came to the world, the ""Messenger from Afar"" was born. With time, the Sealing Rite was held to seal Death behind Hell's Gate. At that time, two worlds, one near and one far, were born, b... Read all","['Action', 'Adventure']"
King's Bounty: Crossworlds,Add a plot in your language,"['Action', 'Adventure', 'Fantasy']"
Platoon,"THE 9TH INFANTRY DIVISION IN VIETNAM Few fighting groups have the prestige, history and battle record of the 9th Infantry Division or as they have become known the ""Old Reliables"". From their first landing on Vietnamese soil the men of the 9th lived up to their reputation and thi... Read all",['War']
Dink Smallwood,Add a plot in your language,['Fantasy']
QuackShot Starring Donald Duck,A globe-trotting treasure hunt starring Donald Duck.,"['Adventure', 'Family']"
Seven Kingdoms: Conquest,"Join the epic battle for dominance as the Demons advance in an effort to free their Master Diablo and the mortal Humans try to push them back in two campaigns spanning over 4000 years. The time has come, the battlefields have been set and all hell is about to break loose. Neither... Read all","['Action', 'Adventure', 'Fantasy', 'History', 'War']"
ChuckECheese's Match Game,A one player puzzle game published and developed by Coastal Amusements in 1993.,['Family']
Shockwave,"FMV jet fighter game. In 2019, a rookie pilot gets to lead a squadron of F-177 fighters against a deadly alien invasion force.","['Alien Invasion', 'Action', 'Sci-Fi']"
Samurai Shodown IV: Amakusa's Revenge,Fourth entry in the 'Samurai Showdown' fighting series.,['Action']
Mr. Nutz,"A cute squirrel wearing a cap, vest, gloves, and shoes ventures through perilous worlds before taking on the nefarious Abominable Snowman.",[]
Kessen II,"It is a time of war. Many leaders from different factions fight to control their land. One such leader, Liu Bei, has only one wish: peace. But war stands in his way, after his land Shu is attacked by the kingdom of Wei, led by the warlord Cao Cao, who abducts Liu Bei's beloved Di... Read all",[]
Vanguard Bandits,A young man and his team are thrust into dangerous war by the evil General Faulkner and his minions.,"['Action', 'Adventure', 'Fantasy', 'War']"
The Legend of the Mystical Ninja Starring Goemon,"A giant UFO has appeared over Oedo Castle, and the Mystical Ninja is off to save the world again. Control Goemon and his giant robot, Impact, Ebisimaru, a truly twisted ninja, Yae, the part-time militant mermaid, and Sasuke, a mechanical warrior. This brave band must travel from ... Read all","['Adventure', 'Comedy', 'Family']"
Independence War 2: Edge of Chaos,"After 15 years in prison, Cal escapes and with the help of the AI from the first game becomes a space pirate. His goal is to find the corporate heir who murdered his space miner dad and framed him, but becomes key to saving the galaxy.","['Action', 'Adventure', 'Crime', 'Sci-Fi']"
Gangsters 2: Vendetta,Add a plot in your language,"['Action', 'Crime']"
Wild Arms Alter Code: F,A remake of the first Wild Arms but it has an expanded story and new characters and new puzzles.,"['Action', 'Adventure', 'Western']"
Escape Velocity,"The player is thrown into the middle of a galactic civil war in the twenty-third century, where the Confederation which saved humanity from its war with hostile aliens is now threatened from within by a growing Rebellion, which claims the Confederation has oppressed its people. T... Read all","['Action', 'Adventure', 'Sci-Fi']"
Scooby-Doo,Scooby must rescue the Mystery Inc. gang on his own in this video game.,"['Adventure', 'Mystery']"
TrackMania Nations Forever,"A free game in the truest sense of the word, TrackMania Nations Forever lets you drive at mind-blowing speeds on fun and spectacular tracks in solo and multiplayer modes.",[]
Moonlight Syndrome,"A teenage girl named Mika meets a mysterious person on her way home, who warns her of horrifying events that are about to happen to her and her friends. More strange events are happening this evening: a cancelled meeting, a boy who seems to have followed her - but the next day, s... Read all",['Horror']
Railroad Tycoon 2,"The sequel to the legendary Railroad Tycoon, Railroad Tycoon II, puts gamers in control of 34 cargo types and 51 train engines from around the world. Players can span the ages from 1804 to beyond 2000 while establishing transportation empires and outmaneuvering fellow robber baro... Read all","['Adventure', 'History']"
Harry Potter and the Chamber of Secrets,Game Boy Color RPG adaptation of Harry Potter and the Chamber of Secrets,"['Action', 'Adventure', 'Fantasy']"
Drowned God: Conspiracy of the Ages,Add a plot in your language,"['Adventure', 'Mystery', 'Sci-Fi', 'Thriller']"
Speedboat Attack,Add a plot in your language,"['Action', 'Sport']"
Last Train Home,The Last Train Home is a compelling narrative that portrays the experiences of the Czechoslovak Legion and their determination to return to their newly formed republic following The Great War.,"['History', 'War']"
Maximo vs. Army of Zin,"While in search of his missing girlfriend, Maximo is attacked by a monster that appears to be powered by a captured soul of the dead, he vows to uncover the secret of this new creature and his quest takes him through vast and unique lands.","['Action', 'Adventure', 'Fantasy']"
Sonic.exe One More Time Repixeled,"It is not known exactly where this game comes from. It was found in the files of a somewhat old PC and the file is dated 11/08/2011, but it has been modified for some reason. It was found on a Sonic fangames forum in 2015. It is an adaptation of the popular Sonic.exe creepypasta,... Read all",['Horror']
Necrobarista,"Visual novel game set in a Melbourne coffee shop that serves both the living and the dead and is visited by gangsters, hipsters and necromancers.","['Animation', 'Sci-Fi']"
Samurai Warriors 2: Empires,Add a plot in your language,"['Action', 'Adventure', 'Fantasy']"
National Geographic Explore VR,"National Geographic Explore VR is an Oculus Quest VR title where players get to explore exciting locations. The first in the series lets you kayak, ice climb and survive in Antarctica while searching for the lost penguin colony.",['Adventure']
Live a Live,"In Live a Live, the player controls seven main characters and plays through seven different chapters set in seven different time periods: prehistoric age, old China, feudal Japan, American Old West, modern-day environment, near future on the Earth, and a sci-fi space scenario.","['Action', 'Adventure', 'Fantasy']"
The Document of Metal Gear Solid 2,Interactive DVD disc that details what went into making Metal Gear Solid 2: Sons of Liberty (2001).,['Documentary']
Covert Ops: Nuclear Dawn,"The player controls Lieutenant Jack Morton of NATO, the sole survivor of a terrorist strike on the Blue Harvest, an armored train. He is aided by Christina Wayborn throughout the game, the French ambassador's bodyguard and the NATO council. Traveling around the various carriages ... Read all",['Action']
Pokémon Mystery Dungeon: Explorers of Darkness,Add a plot in your language,[]
Aleste,"A supercomputer called DIA 51 has been infected by a hybrid virus that is spreading like wildfire, which has eventually led to DIA 51 trying to eliminate the entire human race. Raymond Waizen, the pilot of Aleste, attempts to destroy DIA 51 after his girlfriend Yuri has become in... Read all","['Action', 'Sci-Fi']"
Vampire Hunter 2: Darkstalkers' Revenge,"Modified version of ""Darkstalkers 3 (1997)"" with the same character roster and soundtrack as ""Night Warriors: Darkstalkers' Revenge (1995)"", omitting the characters introduced in ""Darkstalkers 3 (1997)"" but with Oboro Bishamon, Shadow and Marionette as secret characters.",['Action']
Cricket 07,Add a plot in your language,['Sport']
Tales of Monkey Island: Chapter 3 - Lair of the Leviathan,Guybrush and Morgan LeeFlay find themselves in deep trouble after their ship is swallowed by a manatee.,"['Adventure', 'Comedy', 'Fantasy']"
Namco Museum 64,Add a plot in your language,[]
The Rogue Prince of Persia,The Rogue Prince of Persia is an upcoming side-scrolling roguelike video game developed by Evil Empire and published by Ubisoft.,['Action']
Faito kurabu,Add a plot in your language,['Action']
TrackMania United Forever,"As one of the most popular online PC racing games, it fuels many different racing environments, lots and lots of tracks and millions of players to compete with. This is pure arcade driving madness.","['Action', 'Family', 'Sport']"
Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Guybrush is arrested and put on trial for his past actions.,"['Adventure', 'Comedy', 'Fantasy']"
Castlevania Anniversary Collection,"Compilation of the classic titles ""Castlevania (1986)"", ""Castlevania II: Simon's Quest (1987)"", ""Castlevania III: Dracula's Curse (1989)"", ""Super Castlevania IV (1991)"", ""Castlevania: The Adventure (1989)"", ""Castlevania II: Belmont's Revenge (1991)"", ""Castlevania: Bloodlines (199... Read all","['Action', 'Adventure', 'Fantasy']"
Pokémon Art Academy,Add a plot in your language,['Family']
Erekutoropurankuton,In this strange electronic sea you'll encounter 10 different types of plankton which respond to your touch and voice. Interact with each type of plankton to create different types of strange music.,['Music']
Monster of the Deep: Final Fantasy XV,Add a plot in your language,"['Action', 'Fantasy', 'Sci-Fi', 'Sport']"
The Godfather,Add a plot in your language,"['Action', 'Crime']"
CR K1 Premium Dynamite,Add a plot in your language,['Sport']
Choices: Stories You Play,Add a plot in your language,[]
Yu-Gi-Oh! Power of Chaos: Kaiba the Revenge,"Play the second game in Power of Chaos series and defeat the Kaiba Corporation head and Yugi's nemesis, Seto Kaiba.","['Action', 'Fantasy']"
Conquests of Camelot: The Search for the Grail,Add a plot in your language,"['Adventure', 'Fantasy']"
Ignition,Add a plot in your language,['Sport']
The Manhole,"A manhole opens, a giant beanstalk rises far into a starry sky, and the player embarks on a serene Through-the-Looking-Glass-style adventure of nested worlds and eccentric creatures - and all in brilliantly rendered HyperCard graphics.","['Adventure', 'Family', 'Fantasy']"
Vangers,"Vangers are pirates from a distant future. They ride through all kind of realms on their armored vehicles, fighting, trading, running quests and exploring an open sandbox world.","['Action', 'Adventure', 'Sci-Fi']"
CR: The Last Samurai,Add a plot in your language,['Action']
Final Fantasy XV: Pocket Edition,Add a plot in your language,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
Das schwarze Auge - Schatten über Riva,"Role-playing video game based on the German pen and paper RPG system ""Das Schwarze Auge"". The player arrives in the harbor city of Riva where a list of tasks await: A wizard in a tower, a spider plague, a haunted mine and social unrest.",[]
Far Cry Compilation,Add a plot in your language,['Action']
Romancing SaGa 3,A child that survives the death eclipse falls into fate.,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
Triple Play Baseball,Add a plot in your language,"['Family', 'Sport']"
Boktai 3: Sabata's Counterattack,The third chapter in the Boktai video game series.,"['Action', 'Adventure', 'Fantasy']"
Wide Ocean Big Jacket,Add a plot in your language,"['Adventure', 'Comedy', 'Romance', 'Short']"
Final Fantasy XI: Rise of the Zilart,Add a plot in your language,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Nexomon: Extinction,Add a plot in your language,"['Action', 'Adventure', 'Fantasy']"
Dragon Force,Add a plot in your language,[]
Wow Wow Wubbzy!: Wubbzy's Amazing Adventure,Add a plot in your language,['Adventure']
Demon's Rise - Lords of Chaos,"Turn-based, tactical RPG where players command a powerful band of warriors.","['Action', 'Adventure', 'Fantasy']"
Itchy & Scratchy in Miniature Golf Madness!,"Scratchy tries to enjoy a game of miniature golf; unfortunately, he is constantly interrupted by Itchy, who persists in hunting the poor cat with various weapons.","['Action', 'Comedy', 'Sport']"
NyxQuest: Kindred Spirits,"After Helios sears the world to sand, the winged Nyx descends to the earth to seek her new-found lover Icarus amid the ruins of Greece.",['Adventure']
Interstate '76 Nitro Pack,Add a plot in your language,['Adventure']
Star Wars Galaxies: Jump to Lightspeed,"Set in the Star Wars timeframe between Episode IV and Episode V, Jump to Lightspeed is the first expansion for the Massively Multiplayer Online Role-Playing game set in the Star Wars universe. More than 15 different vehicles are available to you for space exploration and combat, ... Read all","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Chess of Blades,"At a huge celebration in a secluded fantasy castle, the young nobleman Rivian is faced with murder, mystery, and romance in a whirlwind tale of dangerous intrigue.","['Adventure', 'Drama', 'Romance']"
N-Gen Racing,Add a plot in your language,['Family']
The Room 4: Old Sins,Add a plot in your language,"['Adventure', 'Mystery']"
Kind Words,A game about writing nice letters to real people. Write and receive encouraging letters in a cozy room. Trade stickers and listen to chill music. We're all in this together. Sometimes all you need are a few kind words.,[]
Football Manager 2020,Add a plot in your language,['Sport']
ChuChu Rocket! Universe,Add a plot in your language,[]
Mole Mania,"Join Muddy Mole in a race to defeat the evil farmer, Jinbe, Work your way through each puzzle by pushing, pulling, or throwing black balls to defeat or trap enemies.","['Action', 'Adventure', 'Family']"
Super Cars II,Add a plot in your language,['Action']
Lakeview Cabin 2,The ultimate 2D horror is back. Dive deep into the diverse world of horror movies. Nothing can prepare you for the R-rated challenges you will face.,"['Psychological Horror', 'Action', 'Adventure', 'Horror', 'Thriller']"
Football Manager 2012,Football Manager 2012 is a football management-simulation video game.,['Sport']
Risk of Rain Returns,Add a plot in your language,"['Action', 'Adventure', 'Sci-Fi']"
Metal Marines,Add a plot in your language,['Action']
Getsu Fûma Den,Add a plot in your language,['Adventure']
Ministry of Broadcast,"A country divided by The Wall. To cross it and reach your family, you must compete on - and win - a reality TV show broadcast by the Regime.","['Action', 'Adventure', 'Game Show']"
Tokyo Dark,Legend tells of a door deep below Tokyo's sewers. All who enter are lost forever. Detective Ito's partner is missing. Explore Tokyo and uncover the darkness of the streets in this Point and Click Visual Novel narrative adventure.,"['Psychological Horror', 'Adventure', 'Horror', 'Mystery']"
Animaniacs Game Pack,Add a plot in your language,"['Action', 'Family', 'Fantasy']"
Gone Golfing,Add a plot in your language,"['Action', 'Horror']"
International Superstar Soccer Deluxe,"Choose from a total of 187 international teams, 36 national teams and play in one of 8 different stadiums in Super Nintendo's most realistic football videogame.",['Sport']
One Finger Death Punch 2,Add a plot in your language,['Action']
Wallace & Gromit Print O Matic,Add a plot in your language,['Family']
Dustforce,Add a plot in your language,[]
Treasure Island,"As Jim Hawkins, search for pirate gold and for a way to outwit Long John Silver, a clever and cunning buccaneer.",['Adventure']
Evoland 2,Add a plot in your language,"['Action', 'Adventure', 'Fantasy']"
Microprose Soccer,Add a plot in your language,[]
EcoQuest 1: The Search for Cetus,"Adam Greene is a young boy who is dedicated to ecology. Adam and his friend Delphineus the dolphin go on underwater adventure, to find the great whale Cetus and to clean the kingdom of Eluria from pollution, while learning many interesting facts about ecology, marine biology and ... Read all",['Family']
.38 Ambush Alley,You are at a police academy shooting cardboard targets.,['Action']
Haunted House Renovator,Haunted House Renovator is a sandbox simulation haunted house restoration game developed by Image Power.,"['Adventure', 'Horror']"
Inspector Gadget: Mad Robots Invasion,"Dr. Claw creates a new mission for Inspector Gadget by stealing Penny and Brain and sending armed robots around the world. In 5 levels, the player must destroy the robots and free gadget's nephew and dog.","['Adventure', 'Animation', 'Fantasy']"
HeartQuest,Add a plot in your language,['Family']
Uruz: Return of the Er Kishi,"A fantasy epic action-adventure based on Central Asian Turkish mythology and culture. Explore the ruined lands, help people, solve small puzzles, face the monsters and spiritual creatures, all in a classic, hand-drawn 2D style.",['Adventure']
Super Solvers: Gizmos & Gadgets!,"Win fifteen races in various verticals against Morty Maxwell, by moving the Super Solver around warehouses to collect vehicle parts by solving puzzles with physics","['Action', 'Adventure', 'Family']"
Akte Europa,Add a plot in your language,"['Action', 'Sci-Fi']"
King of Fighters '99 Evolution,The sixth installment in the King of Fighter's series.,['Action']
Polybius,"A brand new game based off the urban legend of the early '80s arcade game ""Polybius"".",[]
Tetris Max,"Shareware version of ""Tetris (1984)"" released for Classic Mac OS.",['Family']
Pitstop 2,Add a plot in your language,['Sport']
Breath of Death VII: The Beginning,Dem the skeleton and his party explore the world in this satirical RPG.,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Tiny Toon Adventures: Acme All-Stars,A sports video game for the Sega Genesis.,"['Family', 'Sport']"
Until I Have You,"Until I Have You, is a story-driven, fast-paced, retro-aesthetic platformer, engulfed in a Cyberpunk setting. Driving you to the edge of your seat as you hit n' run through enemies it aims to recount a thrilling story of regret, love, corruption, and things gone haywire, under th... Read all","['Action', 'Sci-Fi']"
Adventure Quest,Add a plot in your language,"['Adventure', 'Fantasy']"
International Karate Plus,"International Karate +, often abbreviated as IK+, is a karate fighting.",['Sport']
Labyrinthine,Add a plot in your language,['Horror']
Street Slam,Add a plot in your language,['Sport']
Tonka: Search & Rescue,Add a plot in your language,['Adventure']
The Quarry,"When the sun goes down on the last night of summer camp, nine teenage counselors are plunged into an unpredictable night of horror.","['Monster Horror', 'Slasher Horror', 'Supernatural Horror', 'Teen Horror', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery']"
Far Cry 5,"A deputy is sent to the town of Hope County to arrest Joseph Seed, a corrupt evangelical religious leader who rules the town with the help of his disturbed followers.","['Contemporary Western', 'Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']"
